"cod";"lat";"lon";"name"
"420";"A841";"-27.169268";" -51.558963";"SC-Joaçaba"
"421";"A865";"-27.802205";" -50.335473";"SC-Lages"
"422";"A864";"-26.393664";" -50.363211";"SC-MajorVieira"
"423";"A845";"-28.126992";" -49.479610";"SC-MorrodaIgreja(BomJardimdaSerra)"
"424";"A816";"-26.406499";" -52.850366";"SC-NovoHorizonte"
"425";"A861";"-26.937526";" -50.145445";"SC-RiodoCampo"
"426";"A862";"-26.248411";" -49.580624";"SC-RioNegrinho"
"427";"A866";"-28.604414";" -48.813313";"SC-SantaMarta"
"428";"A815";"-28.275640";" -49.934617";"SC-SãoJoaquim"
"429";"A857";"-26.776699";" -53.504541";"SC-SãoMigueldoOeste"
"430";"A814";"-28.532557";" -49.315205";"SC-Urussanga"
"431";"A858";"-26.938666";" -52.398090";"SC-Xanxerê"
"432";"A409";"-10.952413";" -37.054330";"SE-Aracaju"
"433";"A421";"-10.473959";" -36.482051";"SE-BrejoGrande"
"434";"A420";"-10.399719";" -37.747503";"SE-Carira"
"435";"A417";"-11.2725";" -37.795";"SE-Itabaianinha"
"436";"A419";"-10.738020";" -38.108389";"SE-PoçoVerde"
"437";"A736";"-21.132937";" -48.840426";"SP-Ariranha"
"438";"A725";"-23.101749";" -48.940997";"SP-Avaré"
"439";"A741";"-22.471205";" -48.557573";"SP-BarraBonita"
"440";"A746";"-24.962819";" -48.416379";"SP-BarradoTurvo"
"441";"A748";"-20.559175";" -48.544997";"SP-Barretos"
"442";"A755";"-23.52389";" -46.86945";"SP-Barueri"
"443";"A705";"-22.358052";" -49.028877";"SP-Bauru"
"444";"A706";"-22.750231";" -45.603836";"SP-CamposdoJordão"
"445";"A738";"-21.78056";" -47.07528";"SP-CasaBranca"
"446";"A708";"-20.584475";" -47.382549";"SP-Franca"
"447";"A737";"-21.855567";" -48.799717";"SP-Ibitinga"
"448";"A712";"-24.671654";" -47.545896";"SP-Iguape"
"449";"A714";"-23.981918";" -48.885818";"SP-Itapeva"
"450";"A739";"-22.415062";" -46.805292";"SP-Itapira"
"451";"A753";"-20.35976";" -47.77522";"SP-Ituverava"
"452";"A733";"-20.165025";" -50.595134";"SP-Jales"
"453";"A735";"-21.085675";" -49.920388";"SP-JoséBonifácio"
"454";"A727";"-21.666045";" -49.734854";"SP-Lins"
"455";"A745";"-24.047845";" -46.263340";"SP-Moela"
"456";"A716";"-22.949000";" -49.894546";"SP-Ourinhos"
"457";"A726";"-22.703132";" -47.623317";"SP-Piracicaba"
"458";"A747";"-21.338432";" -48.114007";"SP-Pradópolis"
"459";"A707";"-22.119867";" -51.408637";"SP-PresidentePrudente"
"460";"A718";"-22.372832";" -50.974710";"SP-Rancharia"
"461";"A711";"-21.980353";" -47.883927";"SP-SãoCarlos"
"462";"A740";"-23.228362";" -45.417055";"SP-SãoLuisdoParaitinga"
"463";"A715";"-23.852022";" -48.164817";"SP-SãoMiguelArcanjo"
"464";"A701";"-23.496294";" -46.620088";"SP-SãoPaulo-MirantedeSantana"
"465";"A713";"-23.426035";" -47.585552";"SP-Sorocaba"
"466";"A728";"-23.041668";" -45.520841";"SP-Taubaté"
"467";"A734";"-21.319138";" -50.930158";"SP-Valparaiso"
"468";"A729";"-20.403221";" -49.966031";"SP-Votuporanga"
"469";"A021";"-7.103954";" -48.201231";"TO-Araguaina"
"470";"A044";"-5.643725";" -48.111839";"TO-Araguatins"
"471";"A043";"-8.154665";" -46.639323";"TO-CamposLindos"
"472";"A038";"-11.594448";" -46.847209";"TO-Dianópolis"
"473";"A039";"-11.887377";" -49.608215";"TO-FormosodoAraguaia"
"474";"A019";"-11.745782";" -49.049703";"TO-Gurupi"
"475";"A041";"-9.576389";" -49.72333";"TO-MarianópolisdoTocantins"
"476";"A040";"-10.43444";" -45.92194";"TO-Mateiros"
"477";"A009";"-10.190744";" -48.301811";"TO-Palmas"
"478";"A010";"-12.614893";" -47.871917";"TO-Paranã"
"479";"A020";"-8.968677";" -48.177259";"TO-PedroAfonso"
"480";"A018";"-12.015377";" -48.544517";"TO-Peixe"
"481";"U560";"-34.4510";" -57.7675";"UY-Colonia"
"482";"U565";"-34.4936";" -54.3124";"UY-Rocha"
